"DotumChe";12;True;False;1;0;1;1
32;2;2;9;16;9;0
33;96;102;2;14;9;4
34;77;102;5;6;9;3
35;13;2;9;14;9;0
36;75;2;8;15;9;1
37;32;20;8;14;9;1
38;92;52;8;14;9;1
39;122;102;2;6;9;4
40;9;102;5;15;9;3
41;16;102;5;15;9;1
42;43;102;6;10;9;1
43;63;85;8;11;9;1
44;63;102;3;15;9;3
45;23;102;8;8;9;1
46;84;102;2;14;9;4
47;38;85;7;13;9;1
48;82;36;8;14;9;1
49;57;102;4;14;9;2
50;92;69;7;14;9;1
51;74;69;7;14;9;1
52;82;20;8;14;9;1
53;11;69;7;14;9;1
54;83;69;7;14;9;1
55;29;69;7;14;9;1
56;38;69;7;14;9;1
57;20;85;7;14;9;1
58;112;102;2;12;9;3
59;68;102;3;14;9;3
60;73;85;8;11;9;1
61;109;85;8;10;9;1
62;83;85;8;11;9;1
63;52;20;8;14;9;1
64;12;20;8;14;9;1
65;102;20;8;14;9;1
66;72;20;8;14;9;1
67;52;36;8;14;9;1
68;72;52;8;14;9;1
69;42;20;8;14;9;1
70;62;20;8;14;9;1
71;2;36;8;14;9;1
72;62;52;8;14;9;1
73;92;102;2;14;9;4
74;101;85;6;14;9;1
75;32;52;8;14;9;1
76;11;85;7;14;9;1
77;42;52;8;14;9;1
78;42;36;8;14;9;1
79;112;36;8;14;9;1
80;2;52;8;14;9;1
81;55;2;8;15;9;1
82;92;36;8;14;9;1
83;2;20;8;14;9;1
84;92;20;8;14;9;1
85;12;52;8;14;9;1
86;22;20;8;14;9;1
87;22;52;8;14;9;1
88;22;36;8;14;9;1
89;95;2;8;14;9;1
90;56;69;7;14;9;1
91;2;102;5;15;9;3
92;24;2;9;14;9;0
93;119;85;5;15;9;1
94;104;102;6;4;9;2
95;85;2;8;15;9;1
96;116;102;4;4;9;2
97;102;36;8;14;9;1
98;52;52;8;14;9;1
99;32;36;8;14;9;1
100;82;52;8;14;9;1
101;12;36;8;14;9;1
102;110;69;7;14;9;1
103;102;52;7;15;9;1
104;2;85;7;14;9;1
105;88;102;2;14;9;4
106;51;102;4;15;9;2
107;101;69;7;14;9;1
108;100;102;2;14;9;4
109;72;36;8;14;9;1
110;2;69;7;14;9;1
111;115;2;8;14;9;1
112;35;2;8;15;9;1
113;65;2;8;15;9;1
114;93;85;6;14;9;2
115;20;69;7;14;9;1
116;65;69;7;14;9;1
117;47;69;7;14;9;1
118;62;36;8;14;9;1
119;112;20;8;14;9;1
120;105;2;8;14;9;1
121;45;2;8;15;9;1
122;29;85;7;14;9;1
123;47;85;6;15;9;2
124;73;102;2;15;9;4
125;55;85;6;15;9;1
126;33;102;8;8;9;1
127;111;52;7;14;9;1
